929路,沪南路北中路,"121.554436,31.183712"
929路,陈春路沪南路,"121.55678,31.174427"
929路,陈春路博华路,"121.549171,31.171997"
930路,上海火车站(南广场),"121.455619,31.247658"
930路,晋元路海宁路,"121.469397,31.245"
930路,西藏北路蒙古路,"121.471189,31.243637"
930路,西藏中路北京东路,"121.473698,31.236749"
930路,人民广场(福州路),"121.475555,31.232651"
930路,人民广场(广东路),"121.476694,31.230939"
930路,西藏南路淮海东路,"121.480716,31.22451"
930路,老西门,"121.484077,31.220741"
930路,小北门,"121.482977,31.224575"
930路,老北门,"121.486221,31.228403"
930路,新北门,"121.491658,31.229427"
930路,小东门,"121.497101,31.225647"
930路,大东门,"121.498885,31.222127"
930路,白渡路中山南路,"121.50273,31.220807"
932路,龙耀路云锦路,"121.456082,31.159182"
932路,龙水南路临江路,"121.456458,31.154097"
932路,龙水南路天钥桥南路,"121.454271,31.153437"
932路,龙吴路黄石路,"121.450119,31.155703"
932路,新龙华,"121.447884,31.161449"
932路,龙吴路龙漕路,"121.445084,31.169298"
932路,龙华,"121.44671,31.175898"
932路,天钥桥路中山南二路,"121.444905,31.179688"
932路,龙华医院,"121.449862,31.186796"
932路,零陵路东安路,"121.455833,31.191164"
932路,零陵路大木桥路,"121.462609,31.193785"
932路,大木桥路斜土路,"121.462083,31.1976"
932路,斜土路打浦路,"121.470004,31.201671"
932路,鲁班路斜土路,"121.474813,31.204696"
932路,重庆南路建国中路,"121.471582,31.212017"
932路,重庆南路复兴中路,"121.470747,31.214601"
932路,太仓路重庆南路,"121.473446,31.220959"
932路,嵩山路淮海中路,"121.475586,31.223082"
932路,淮海东路西藏南路,"121.481319,31.226007"
932路,老北门,"121.486214,31.228407"
932路,城隍庙,"121.493082,31.229353"
933路,辉河路中山北二路,"121.498676,31.287682"
933路,运光路松花江路,"121.496788,31.290599"
933路,伊敏河路巴林路,"121.493681,31.289006"
933路,东体育会路中山北二路,"121.488116,31.284427"
933路,赤峰路中山北一路,"121.485226,31.282409"
933路,中山北一路广中路,"121.479271,31.277353"
933路,中山北一路花园路,"121.477174,31.272617"
933路,中山北路西宝兴路,"121.47082,31.265634"
933路,中山北路共和新路,"121.464201,31.261966"
933路,共和新路中兴路,"121.463529,31.251432"
933路,成都北路新闸路,"121.464577,31.23736"
933路,成都北路北京西路,"121.46622,31.233312"
933路,成都北路威海路,"121.467235,31.226428"
933路,重庆南路淮海中路,"121.471502,31.220803"
933路,重庆南路复兴中路,"121.470964,31.217031"
933路,重庆南路建国中路,"121.471413,31.211285"
933路,鲁班路斜土路,"121.474276,31.204784"
933路,鲁班路瞿溪路,"121.476033,31.200174"
933路,中山南一路打浦路,"121.475534,31.196914"
933路,中山南二路大木桥路,"121.464485,31.191805"
933路,中山南二路东安路,"121.457664,31.187435"
933路,龙华路宛平南路,"121.45352,31.182756"
933路,龙华路华容路,"121.452705,31.177076"
933路,龙华,"121.452257,31.171385"
933路,龙华机场,"121.455074,31.17013"
933路,云锦路丰谷路,"121.457954,31.169682"
933路,龙耀路云锦路,"121.456016,31.159345"
934路,普安路延安东路,"121.476359,31.22645"
934路,延安东路浙江中路,"121.47979,31.22924"
934路,金陵东路中山东二路,"121.49224,31.231736"
934路,白渡桥,"121.493815,31.246285"
934路,东大名路旅顺路,"121.498681,31.248455"
934路,东大名路海门路,"121.507895,31.251853"
934路,长阳路大连路,"121.511419,31.256393"
934路,长阳路辽阳路,"121.515178,31.25974"
934路,长阳路许昌路,"121.520691,31.263147"
934路,长阳路兰州路,"121.526329,31.265707"
934路,长阳路黄兴路,"121.534058,31.26934"
934路,长阳路临青路,"121.536962,31.270786"
934路,长阳路宁武路,"121.540903,31.272478"
934路,隆昌路长阳路,"121.54237,31.276163"
934路,隆昌路控江路,"121.537917,31.282214"
934路,营口路靖宇东路,"121.535035,31.286966"
934路,靖宇东路营口路,"121.536736,31.289214"
934路,敦化路松花江路,"121.538481,31.291402"
934路,营口路佳木斯路,"121.533316,31.29559"
934路,国顺东路营口路,"121.533424,31.298746"
934路,安波路沙岗路,"121.537361,31.304596"
934路,国顺东路翔殷支路,"121.541081,31.303811"
934路,国顺东路翔殷路,"121.542079,31.305404"
937路,绥德路,"121.369766,31.266354"
937路,祁连山南路绥德路,"121.376465,31.265802"
937路,真南路二号桥,"121.385595,31.269813"
937路,真南路交通路,"121.389336,31.269054"
937路,新村路真金路,"121.402855,31.268993"
937路,新村路真华路,"121.409576,31.268915"
937路,新村路广泉路,"121.414536,31.266062"
937路,大华路大华一路,"121.414986,31.271311"
937路,大华路大华二路,"121.414673,31.27375"
937路,华灵路大华路,"121.417221,31.279631"
937路,华灵路新沪路,"121.422684,31.279131"
937路,华灵路大华三路,"121.42283,31.275556"
937路,华灵路灵石路,"121.423698,31.271481"
937路,平利路西乡路,"121.428665,31.269814"
937路,志丹路新村路,"121.430122,31.266794"
937路,新村路子长路,"121.434601,31.266472"
937路,新村路沪太路,"121.440972,31.26776"
937路,宜川路沪太路,"121.438042,31.270109"
937路,大宁路运城路,"121.443459,31.269854"
937路,万荣路老沪太路,"121.447227,31.271399"
937路,延长中路童家浜,"121.452639,31.270391"
937路,延长路共和新路,"121.459154,31.272795"
937路,平型关路延长路,"121.462192,31.272934"
937路,平型关路柳营路,"121.464957,31.270187"
937路,西宝兴路公兴桥,"121.468698,31.268971"
937路,中山北路东宝兴路,"121.471939,31.266636"
937路,中山北一路花园路,"121.474978,31.269132"
937路,大连西路东体育会路,"121.481003,31.2749"
937路,大连西路曲阳路,"121.488477,31.276515"
937路,大连西路玉田新村,"121.49253,31.276415"
937路,大连西路四平路,"121.499783,31.27592"
937路,四平路赤峰路,"121.503889,31.27737"
937路,同济大学,"121.507109,31.283424"
937路,四平路国权路,"121.510774,31.290488"
937路,四平路国定路,"121.512552,31.293911"
937路,五角场(淞沪路),"121.514939,31.301797"
937路,淞沪路政立路,"121.512858,31.305268"
937路,三门路淞沪路,"121.511263,31.31151"
939路,杨家渡渡口,"121.510643,31.224568"
939路,浦城路商城路,"121.512154,31.228451"
939路,浦东南路商城路,"121.514813,31.231241"
939路,东昌路浦东南路,"121.512901,31.232821"
939路,东泰路陆家嘴环路,"121.506845,31.233659"
939路,花园石桥路银城中路,"121.503216,31.234701"
939路,陆家嘴环路名商路,"121.500916,31.235174"
939路,海门路周家嘴路,"121.499466,31.257771"
939路,周家嘴路新建路,"121.496059,31.254484"
939路,海宁路吴淞路,"121.487422,31.251311"
939路,四川北路虬江路,"121.48365,31.254339"
939路,四川北路横浜桥,"121.483494,31.260009"
939路,甜爱路四川北路,"121.483615,31.265998"
939路,鲁迅公园,"121.483385,31.268247"
941路,虹桥东交通中心,"121.325942,31.193873"
941路,七莘路润虹路,"121.32714,31.206085"
941路,迎乐路仙霞西路,"121.34803,31.209553"
941路,联虹路迎乐路,"121.34967,31.205017"
941路,友乐路迎宾一路,"121.353646,31.192535"
941路,延安西路外环高速公路,"121.360004,31.183737"
941路,上海动物园(虹井路),"121.36753,31.188932"
941路,虹桥路程家桥,"121.372661,31.190638"
941路,虹桥路虹梅路,"121.38073,31.194704"
941路,水城南路虹桥路,"121.3927,31.198663"
941路,水城路仙霞路,"121.39109,31.204714"
941路,水城路茅台路,"121.39099,31.209427"
941路,天山路芙蓉江路,"121.393312,31.213529"
941路,天山路娄山关路,"121.402769,31.211263"
941路,中山西路天山路,"121.412595,31.209844"
941路,中山公园,"121.417176,31.21815"
941路,长宁路江苏路,"121.426263,31.222569"
941路,曹家渡(长宁路),"121.42783,31.227669"
941路,长寿路叶家宅路,"121.431786,31.236494"
941路,长寿路常德路,"121.436632,31.239345"
941路,长寿路江宁路,"121.442587,31.243602"
941路,上海火车站(南广场),"121.453095,31.248941"
942路,殷行路中原路,"121.532678,31.328485"
942路,开鲁路世界路,"121.528134,31.324822"
942路,开鲁路中原路,"121.534805,31.324808"
942路,包头路开鲁路,"121.53849,31.322575"
942路,包头路嫩江路,"121.538551,31.317261"
942路,民星路中原路,"121.535828,31.31152"
942路,长海医院,"121.52607,31.309681"
942路,长海路黑山路,"121.522283,31.309648"
942路,政立路市光路,"121.516003,31.308003"
942路,淞沪路政立路,"121.512383,31.305699"
942路,五角场(淞沪路),"121.5148,31.301432"
942路,五角场(邯郸路),"121.512114,31.299258"
942路,复旦大学,"121.504566,31.296697"
942路,邯郸路运光路,"121.493538,31.29401"
942路,大柏树(中山北一路),"121.486354,31.290265"
942路,上农新村,"121.482812,31.282817"
942路,虹口足球场,"121.479158,31.271771"
942路,东江湾路同心路,"121.479826,31.267882"
942路,中兴路宝通路,"121.476562,31.259094"
942路,中兴路鸿兴路,"121.474632,31.257053"
942路,中兴路西藏北路,"121.470245,31.253801"
942路,中兴路共和新路,"121.465521,31.252461"
942路,上海火车站(北广场),"121.457405,31.250951"
944路,水城路仙霞路,"121.390616,31.206398"
944路,仙霞路芙蓉江路,"121.394032,31.205777"
944路,仙霞路古北路,"121.398099,31.205841"
944路,古北路茅台路,"121.400642,31.208924"
944路,古北路天山路,"121.399935,31.213416"
944路,大渡河路光复西路,"121.39648,31.222461"
944路,大渡河路云岭东路,"121.39635,31.224931"
944路,大渡河路金沙江路,"121.39638,31.229462"
944路,大渡河路梅川路,"121.39674,31.240022"
944路,大渡河路北石路,"121.397396,31.24701"
944路,大渡河路铜川路,"121.397791,31.254549"
944路,大渡河路桃浦路,"121.396866,31.259223"
944路,上海西站,"121.400772,31.261324"
944路,曹杨路芝川路,"121.404162,31.260534"
944路,真华南路礼泉路,"121.410825,31.255408"
944路,富平路真华路,"121.411568,31.265192"
944路,广泉路新村路,"121.41556,31.265226"
944路,新村路新沪路,"121.419617,31.265179"
944路,新村路双山路,"121.42482,31.264795"
944路,新村路志丹路,"121.432144,31.265972"
944路,子长路延长西路,"121.434746,31.260677"
944路,宜川二村,"121.437439,31.26138"
944路,延长西路沪太路,"121.442956,31.264753"
944路,洛川中路沪太路,"121.446907,31.263386"
944路,洛川中路普善路,"121.451614,31.265533"
944路,共和新路洛川东路,"121.456992,31.269792"
944路,共和新路大宁路,"121.453976,31.274188"
944路,共和新路广中路,"121.452396,31.277999"
944路,共和新路灵石路,"121.452065,31.282387"
944路,灵石路北宝兴路,"121.460419,31.284111"
946路,万源路平阳路,"121.396654,31.138537"
946路,平阳路万源路,"121.399557,31.139145"
946路,平阳路莲花路,"121.401727,31.140191"
946路,平阳路古美路站,"121.404874,31.14178"
946路,古美路顾戴路,"121.405282,31.143828"
946路,顾戴路虹梅路,"121.407209,31.146241"
946路,桂平路江安路,"121.412431,31.148407"
946路,虹漕南路浦北路,"121.415039,31.152821"
946路,钦州南路桂林路,"121.418255,31.157817"
946路,上海师大,"121.419701,31.160838"
946路,桂林路漕宝路,"121.418867,31.165907"
946路,漕宝路习勤路,"121.426575,31.167778"
946路,漕河泾,"121.432587,31.168224"
946路,漕溪路田林东路,"121.435533,31.175071"
946路,漕溪北路裕德路,"121.436836,31.18409"
946路,徐家汇,"121.437962,31.190837"
946路,徐家汇(华山路),"121.43747,31.19737"
946路,交通大学,"121.436172,31.201216"
946路,新华路番禺路,"121.430716,31.201649"
946路,香花桥,"121.425608,31.203485"
946路,定西路延安西路,"121.423941,31.208034"
946路,延安西路凯旋路,"121.418299,31.208615"
946路,中山公园地铁站,"121.415868,31.216775"
947路,嘉怡路海波路,"121.347538,31.267334"
947路,嘉怡路海川路,"121.348053,31.265612"
947路,嘉怡路江桥,"121.347099,31.260469"
947路,曹安公路外环高速公路,"121.353027,31.256712"
947路,曹安公路定边路,"121.363594,31.253364"
947路,轻纺市场,"121.368507,31.252239"
947路,曹安公路万镇路,"121.376297,31.250195"
947路,真光路曹安路,"121.383118,31.247122"
947路,梅川路真北路,"121.383911,31.24217"
947路,梅川路梅川新村,"121.387695,31.240816"
947路,梅川路丹巴路,"121.390602,31.240234"
947路,大渡河路怒江北路,"121.39624,31.237495"
947路,长风公园,"121.401098,31.232053"
947路,金沙江路中山北路,"121.407713,31.231519"
947路,凯旋北路宁夏路,"121.412344,31.229193"
947路,中山公园,"121.418303,31.218407"
947路,安化路定西路,"121.419961,31.215269"
948路,新郁支路新郁路,"121.362422,31.251539"
948路,轻纺市场,"121.366544,31.251895"
948路,丰庄路丰庄北路,"121.365608,31.250368"
948路,丰庄北路延川路,"121.36944,31.249162"
948路,梅川路吉镇路,"121.372856,31.248152"
948路,万镇路延川路,"121.375451,31.243429"
948路,清峪路真光路,"121.37546,31.237708"
948路,真光路梅川路,"121.379913,31.24099"
948路,梅川路真北路,"121.383885,31.242188"
948路,梅川路梅川新村,"121.387747,31.240803"
948路,梅川路丹巴路,"121.390677,31.240239"
948路,大渡河路梅川路,"121.396745,31.240082"
948路,普陀医院,"121.402734,31.240438"
948路,文化馆,"121.405538,31.239301"
948路,兰溪路梅岭北路,"121.409439,31.237995"
948路,曹杨六村,"121.413477,31.239388"
948路,曹杨路白玉路,"121.417877,31.237652"
948路,普雄路武宁路,"121.422613,31.236541"
948路,谈家渡路武宁支路,"121.424683,31.236037"
950路,嘉怡路海波路,"121.347517,31.267323"
950路,嘉怡路海川路,"121.348038,31.265656"
950路,嘉怡路江桥,"121.347115,31.260525"
950路,曹安公路外环高速公路,"121.352943,31.256741"
950路,曹安公路定边路,"121.363716,31.253542"
950路,轻纺市场,"121.368507,31.252235"
950路,曹安公路万镇路,"121.376266,31.2502"
950路,金汤路高陵路,"121.380943,31.25149"
950路,铜川路真光路,"121.386581,31.25281"
950路,大渡河路北石路,"121.397072,31.247391"
950路,真如西村,"121.399306,31.244579"
950路,曹杨八村,"121.403932,31.244674"
950路,曹杨路兰溪路,"121.413407,31.240503"
950路,武宁新村,"121.42176,31.239706"
950路,长寿路常德路,"121.436675,31.239392"
950路,长寿路江宁路,"121.442657,31.243628"
950路,江宁路海防路,"121.447585,31.239856"
950路,江宁路康定路,"121.450738,31.236272"
950路,昌化路武定路,"121.45401,31.235365"
951路,虎林路共江路,"121.459733,31.329117"
951路,共江路爱辉路,"121.457047,31.331199"
951路,爱辉路一二八纪念路,"121.455429,31.327995"
951路,岭南路共康东路,"121.455688,31.321991"
951路,岭南路景凤路,"121.455885,31.317852"
951路,岭南路汾西路,"121.455376,31.314245"
951路,汾西路共和新路,"121.450363,31.313467"
951路,共和新路江场路,"121.449135,31.29644"
951路,永和路共和新路,"121.448659,31.288798"
951路,灵石路万荣路,"121.44145,31.28273"
951路,灵石路沪太路,"121.430964,31.275864"
951路,灵石路平利路,"121.42543,31.270851"
951路,灵石路新村路,"121.423043,31.26727"
951路,岚皋路华池路,"121.42264,31.252113"
951路,岚皋路中山北路,"121.42482,31.24873"
951路,余姚路武宁南路,"121.431914,31.230855"
951路,曹家渡,"121.428407,31.228928"
955路,上海火车站(南广场),"121.452109,31.248503"
955路,恒丰路汉中路,"121.455712,31.243177"
955路,北京西路泰兴路,"121.459731,31.232088"
955路,陕西北路南京西路,"121.454518,31.228207"
955路,陕西南路淮海中路,"121.459323,31.216159"
955路,陕西南路永嘉路,"121.461302,31.211415"
955路,打浦桥,"121.468672,31.205182"
955路,徐家汇路黄陂南路,"121.477704,31.209501"
955路,斜桥,"121.483615,31.211489"
955路,陆家浜路大兴街,"121.488073,31.212018"
955路,陆家浜路跨龙路,"121.495104,31.21276"
955路,浦东南路浦三路,"121.511503,31.199097"
955路,浦东南路华丰路,"121.506289,31.191632"
955路,浦东南路高科西路,"121.501384,31.183335"
955路,洪山路浦东南路,"121.498398,31.178589"
955路,昌里路洪山路,"121.496901,31.174601"
955路,上南路昌里路,"121.495468,31.173525"
955路,上南路德州路,"121.496406,31.169922"
955路,上南路杨思路,"121.497627,31.161165"
955路,上南路海阳路,"121.501237,31.155395"
955路,上南路华夏西路,"121.505417,31.150898"
955路,凌兆路上南路,"121.506706,31.14625"
955路,凌兆路灵岩南路,"121.500417,31.143789"
955路,上浦路长清路,"121.496194,31.14625"
955路,上浦路济阳路,"121.489531,31.14477"
955路,济阳路凌兆路,"121.490182,31.139605"
955路,浦星公路红临路,"121.495534,31.124739"
955路,芦恒路枢纽站,"121.49924,31.118709"
956路,东川路龙吴路,"121.472161,31.029518"
956路,龙吴路紫龙路,"121.469609,31.032626"
956路,龙吴路广南路,"121.468498,31.039692"
956路,吴泾,"121.467532,31.044795"
956路,龙吴路放鹤路,"121.466499,31.048542"
956路,龙吴路北吴路,"121.464588,31.05543"
956路,热电厂,"121.462695,31.06171"
956路,龙吴路元江路(陈家宅),"121.461254,31.065642"
956路,吴泾化工厂,"121.460136,31.07037"
956路,二号门(招呼站),"121.460595,31.079193"
956路,焦化厂,"121.459874,31.083338"
956路,龙吴路澄江路,"121.459297,31.085707"
956路,龙吴路双柏路,"121.458,31.090456"
956路,龙吴路金都路,"121.456141,31.096311"
956路,龙吴路景联路(关港),"121.454427,31.101827"
956路,龙吴路银都路,"121.454468,31.108013"
956路,龙吴路华展路,"121.4558,31.112828"
956路,龙吴路华泾路,"121.456965,31.118583"
956路,龙吴路徐梅路,"121.456871,31.122101"
956路,徐浦大桥,"121.456543,31.124908"
956路,龙吴路罗秀路,"121.453865,31.133844"
956路,龙吴路龙瑞路(港口),"121.451927,31.138789"
956路,龙吴路百色路,"121.450751,31.145226"
956路,龙吴路龙水南路,"121.450394,31.151098"
956路,龙吴路黄石路,"121.450119,31.155689"
956路,新龙华,"121.447876,31.161453"
956路,龙吴路龙漕路(招呼站),"121.445109,31.169132"
956路,龙华,"121.444874,31.172209"
956路,上海游泳馆,"121.443121,31.17691"
956路,中山南二路天钥桥路,"121.44303,31.179128"
956路,宛平南路斜土路,"121.448385,31.189466"
956路,肇嘉浜路天平路(徐家汇),"121.443173,31.196376"
957路,外环路地铁站,"121.394253,31.121003"
957路,上海映象阳城,"121.399887,31.121914"
957路,罗锦路莲花南路,"121.404918,31.121332"
957路,莲花南路罗锦路,"121.40671,31.122318"
957路,罗秀路莲花南路,"121.408572,31.127509"
957路,罗秀路镇西路,"121.411359,31.127791"
957路,罗秀路虹梅南路,"121.416435,31.12842"
957路,罗秀路凌云路,"121.422609,31.129449"
957路,龙州路罗秀路,"121.426285,31.130825"
957路,龙州路嘉川路,"121.423924,31.13671"
957路,嘉川路凌云路,"121.420964,31.136102"
957路,凌云路梅陇路,"121.418846,31.137796"
957路,梅陇路龙州路,"121.42112,31.139267"
957路,华东理工大学,"121.425269,31.140825"
957路,百色路老沪闵路,"121.429744,31.14217"
957路,汇成新村,"121.435148,31.142964"
957路,龙川北路百色路,"121.438264,31.143342"
957路,龙川北路罗城路,"121.436984,31.15076"
957路,上海南站,"121.435851,31.1524"
957路,石龙路东泉路,"121.446042,31.157752"
957路,新龙华,"121.447886,31.161441"
957路,龙吴路龙漕路,"121.445117,31.16908"
957路,龙华,"121.444874,31.171962"
957路,上海游泳馆,"121.443194,31.176855"
957路,漕溪北路裕德路,"121.43681,31.183928"
957路,徐家汇,"121.437995,31.190955"
957路,肇嘉浜路天平路(徐家汇),"121.442088,31.195373"
957路,肇嘉浜路东安路,"121.448975,31.198771"
957路,肇嘉浜路枫林路,"121.454193,31.200625"
957路,平江路枫林路,"121.454266,31.19974"
958路,闵行,"121.425518,30.999684"
958路,沪闵路江川路,"121.423126,31.006346"
958路,沪闵路鹤庆路,"121.423047,31.011298"
958路,东川路沪闵路,"121.426215,31.01569"
958路,东川路沧源路,"121.429332,31.016706"
958路,东川路淡水河桥,"121.444641,31.021603"
958路,东川路莲花南路,"121.449615,31.023211"
958路,东海学院,"121.459145,31.030326"
958路,虹梅南路剑川路,"121.457539,31.034462"
958路,剑川路虹梅南路站,"121.457591,31.038785"
958路,剑川路宝秀路,"121.463385,31.040642"
958路,吴泾,"121.467435,31.045126"
958路,龙吴路放鹤路,"121.466506,31.048507"
958路,热电厂,"121.462713,31.061658"
958路,龙吴路元江路(陈家宅),"121.46122,31.065746"
958路,吴泾化工厂,"121.460136,31.070423"
958路,龙吴路氟源路,"121.460603,31.079245"
958路,焦化厂,"121.459877,31.083334"
958路,龙吴路澄江路(车沟桥),"121.459284,31.085773"
958路,龙吴路金都路,"121.456139,31.096359"
958路,龙吴路银都路,"121.454475,31.108043"
958路,龙吴路华展路,"121.455799,31.112826"
958路,龙吴路华泾路,"121.456962,31.118639"
958路,徐浦大桥,"121.456519,31.125"
958路,龙吴路罗秀路,"121.453872,31.133832"
958路,龙吴路龙瑞路(港口),"121.451962,31.138707"
958路,龙吴路百色路,"121.450751,31.145221"
958路,龙吴路龙水南路,"121.450394,31.151112"
958路,龙吴路黄石路,"121.450119,31.15575"
958路,新龙华,"121.447884,31.161449"
958路,龙吴路龙漕路,"121.445078,31.169288"
958路,上海游泳馆,"121.442912,31.177053"
958路,漕溪北路裕德路,"121.436836,31.18408"
958路,虹桥路恭城路,"121.435621,31.193316"
958路,广元西路华山路,"121.433459,31.195273"
959路,运光路松花江路,"121.496658,31.290596"
959路,伊敏河路中山北二路,"121.493303,31.287227"
959路,密云路赤峰路,"121.49605,31.28296"
959路,赤峰路曲阳路,"121.493431,31.2822"
959路,大连西路曲阳路,"121.488043,31.276615"
959路,大连西路东体育会路,"121.483325,31.275109"
959路,虹口足球场,"121.479197,31.271289"
959路,中山北一路同心路,"121.474808,31.269226"
959路,西宝兴路中山北路,"121.470612,31.266781"
959路,西宝兴路公兴桥,"121.46901,31.268637"
959路,北宝兴路洛川东路,"121.465855,31.273073"
959路,延长路北宝兴路,"121.462461,31.27428"
959路,延长路共和新路,"121.457779,31.272282"
959路,延长中路童家浜,"121.45191,31.270109"
959路,万荣路老沪太路,"121.448151,31.271048"
959路,大宁路运城路,"121.44349,31.269878"
959路,运城路宜川路,"121.437103,31.273073"
959路,运城路广中西路,"121.434497,31.275395"
959路,高平路灵石路,"121.431541,31.277587"
959路,高平路阳城路,"121.429023,31.28197"
959路,阳城路原平路,"121.430153,31.284517"
959路,原平路永和路,"121.431931,31.28797"
959路,原平路汶水路,"121.431749,31.290582"
959路,高平路交城路站,"121.427752,31.292912"
960路,青石路国权北路,"121.492756,31.315812"
960路,吉浦路青石路,"121.49013,31.312865"
960路,三门路国权北路,"121.495204,31.311471"
960路,国权北路政立路,"121.496042,31.310673"
960路,武川路政立路,"121.496483,31.306107"
960路,武川路武东路,"121.495941,31.3048"
960路,武东路政民路,"121.498503,31.301988"
960路,肺科医院,"121.503754,31.301161"
960路,国定路邯郸路,"121.508199,31.299019"
960路,复旦大学,"121.504666,31.296732"
960路,运光新村,"121.493008,31.292869"
960路,伊敏河路巴林路,"121.493681,31.289002"
960路,中山北二路伊敏河路,"121.494258,31.285664"
960路,密云路赤峰路,"121.496081,31.283234"
960路,赤峰路密云路,"121.499549,31.280764"
960路,赤峰路四平路,"121.503036,31.279423"
960路,同济大学,"121.508468,31.281693"
960路,鞍山路锦西路,"121.510925,31.277292"
960路,许昌路控江路,"121.51237,31.272921"
960路,许昌路周家嘴路,"121.515938,31.268463"
960路,许昌路长阳路,"121.521636,31.261584"
960路,许昌路平凉路,"121.524275,31.256671"
960路,许昌路龙江路,"121.525749,31.254213"
960路,怀德路杨树浦路,"121.528945,31.253472"
961路,沔北路军民路,"121.615821,31.161406"
961路,孙桥农业园区,"121.621493,31.162982"
961路,沔北路勤政路,"121.626282,31.164467"
961路,沔北路孙桥路,"121.630447,31.16573"
961路,孙桥路科农路,"121.63112,31.170595"
961路,孙桥路殷北路,"121.630951,31.178303"
961路,殷北路孙农路,"121.626625,31.178711"
961路,高木桥路孙农路,"121.627114,31.183069"
961路,高木桥路孙桥路,"121.630104,31.183147"
961路,张江路华夏中路,"121.629449,31.188594"
961路,张江路华益路,"121.627274,31.192947"
961路,张江路蔡伦路,"121.622757,31.198215"
961路,张江路高科中路,"121.620026,31.200621"
961路,张江路紫薇路,"121.615379,31.205065"
961路,张江路祖冲之路,"121.612282,31.209661"
961路,张江路郭守敬路,"121.61029,31.215074"
961路,金桥路龙东大道,"121.607678,31.222257"
961路,金桥路金明路,"121.605873,31.22776"
961路,金桥路李四路(三桥),"121.60527,31.232782"
961路,金桥路锦绣东路,"121.601771,31.238407"
961路,金科路云桥路,"121.601562,31.244368"
961路,金藏路金三支路,"121.598789,31.247083"
961路,金藏路新金桥路,"121.597027,31.249358"
961路,杨高中路平度路,"121.594841,31.251284"
961路,金桥路杨高中路,"121.591077,31.250418"
961路,金桥路金杨路,"121.587856,31.253255"
961路,金杨路金桥路,"121.584067,31.254288"
961路,金杨路枣庄路,"121.581545,31.251337"
961路,金杨路金口路,"121.580154,31.24939"
961路,金口路银山路,"121.581078,31.245329"
961路,银山路云山路,"121.578056,31.242743"
961路,灵山路云山路,"121.574524,31.24345"
961路,灵山路居家桥路,"121.571648,31.242014"
961路,德平路灵山路,"121.567986,31.24217"
961路,德平路张杨路,"121.565556,31.245104"
961路,张杨路罗山路,"121.559547,31.242847"
961路,张杨路苗圃路,"121.5518,31.239059"
961路,张杨路巨野路,"121.546509,31.236958"
961路,张杨路民生路,"121.541473,31.235331"
961路,张杨路桃林路,"121.536568,31.233759"
961路,张杨路源深路,"121.531901,31.232244"
961路,张杨路福山路,"121.526993,31.23069"
961路,张杨路东方路,"121.523247,31.229471"
961路,浦东南路张杨路,"121.515998,31.228594"
961路,浦东南路商城路,"121.514857,31.231137"
961路,陆家嘴环路东泰路,"121.505747,31.232695"
961路,陆家嘴环路拾步街,"121.502548,31.233034"
961路,陆家嘴环路名商路,"121.500969,31.235041"
961路,陆家嘴西路滨江大道,"121.497083,31.236372"
962路,上海火车站(北广场),"121.458503,31.250273"
962路,中兴路长兴路,"121.462183,31.252218"
962路,虬江路公兴路,"121.474785,31.252031"
962路,宝山路鸿兴路,"121.477226,31.256512"
962路,宝山路同心路,"121.479828,31.264654"
962路,四川北路山阴路,"121.482791,31.264779"
962路,溧阳路四平路,"121.488487,31.261488"
962路,四平路临平北路,"121.491115,31.264857"
962路,四平路新港路,"121.495102,31.269089"
962路,大连路和平公园,"121.50489,31.271902"
962路,大连路飞虹路,"121.50648,31.265512"
962路,周家嘴路荆州路,"121.511719,31.263646"
962路,周家嘴路许昌路,"121.517387,31.268312"
962路,周家嘴路江浦路,"121.521904,31.271315"
962路,黄兴路周家嘴路,"121.529245,31.274249"
962路,德平路浦东大道,"121.556732,31.254319"
962路,栖山路德平路,"121.558975,31.253519"
963路,上海中医院,"121.470909,31.259035"
963路,芷江中路西藏北路,"121.468285,31.258215"
963路,中兴路共和新路,"121.465634,31.252483"
963路,中兴路普善路,"121.456657,31.252651"
963路,沪太路中山北路,"121.450686,31.256845"
963路,沪太路洛川中路,"121.44638,31.262786"
963路,沪太路新村路,"121.443092,31.267065"
963路,沪太路宜川路,"121.434563,31.270899"
963路,龙潭(沪太路),"121.42775,31.27714"
963路,余庆桥(沪太路),"121.42332,31.282187"
963路,沪太路汶水路,"121.418243,31.290924"
963路,沪太路场中路,"121.413867,31.303915"
963路,沪太路环镇北路,"121.41043,31.311042"
963路,沪太路上大路,"121.408691,31.314873"
963路,沪太路锦秋路,"121.407257,31.322969"
963路,东方国贸,"121.40609,31.3295"
963路,塘桥(沪太路),"121.403709,31.335474"
963路,沪太公路顾陈路,"121.397396,31.34316"
963路,沪太公路顾北路,"121.382018,31.350742"
963路,刘行,"121.375298,31.361271"
963路,沪太公路潘广路,"121.371879,31.366089"
963路,蔡家弄,"121.365921,31.373451"
963路,沪太公路东电台路,"121.362656,31.377943"
963路,罗南,"121.358529,31.385486"
963路,长浜,"121.357795,31.388247"
963路,沪太公路美兰湖路,"121.353741,31.397847"
963路,沪太公路美丹路,"121.351298,31.400842"
963路,罗芬路美丹路,"121.350382,31.402513"
966路,万航渡路长寿路,"121.42602,31.229345"
966路,长寿路叶家宅路,"121.431694,31.236393"
966路,长寿路常德路,"121.436684,31.239414"
966路,长寿路江宁路,"121.442561,31.243589"
